price,mileage
5900.0,160000
5300.0,150000
8000.0,140000
13000.0,60000
12500.0,100000
20700.0,170000
21500.0,180000
7900.0,190000
3000.0,200000
13900.0,200000
7900.0,190000
5000.0,190000
6500.0,190000
4000.0,190000
14900.0,160000
5900.0,190000
16900.0,20000
5900.0,110000
6900.0,180000
6700.0,130000
7300.0,190000
15900.0,200000
19000.0,30000
7400.0,200000
6000.0,190000
3200.0,190000
6200.0,170000
11200.0,140000
10500.0,190000
9999.0,150000
10500.0,160000
13500.0,95000
12500.0,200000
14800.0,180000
16500.0,200000
8000.0,200000
6500.0,300000
14500.0,180000
9800.0,180000
15500.0,200000
12500.0,130000
9800.0,200000
9500.0,160000
14000.0,160000
6300.0,200000
14900.0,170000
23500.0,170000
8600.0,200000
15500.0,200000
3000.0,200000
5000.0,190000
16000.0,200000
7900.0,190000
14000.0,200000
13000.0,200000
4000.0,190000
17900.0,110000
8900.0,180000
6200.0,180000
9000.0,150000
16000.0,180000
5500.0,140000
11000.0,100000
8900.0,190000
7800.0,250000
11400.0,190000
3000.0,200000
9500.0,50000
8199.0,180000
6700.0,150000
4300.0,190000
6900.0,190000
12000.0,250000
9200.0,190000
11000.0,100000
5200.0,90000
17000.0,150000
8500.0,190000
4500.0,150000
11900.0,250000
23900.0,150000
12300.0,190000
105.0,200000
4900.0,200000
5200.0,140000
16000.0,170000
105.0,200000
7500.0,180000
4500.0,170000
6900.0,190000
1.0,180000
6900.0,180000
6900.0,250000
6500.0,200000
17500.0,190000
11500.0,180000
9000.0,190000
7200.0,190000
6900.0,200000
13700.0,200000
5000.0,190000
5000.0,190000
7900.0,190000
3000.0,200000
4000.0,190000
